purchase_id,purchase_timestamp,delivery_timestamp,delivery_company
21276,2021-01-01T10:43:39,2021-01-04T09:14:11.203723,620
21277,2021-01-04T08:03:45,2021-01-07T09:22:25.139551,360
21278,2021-01-02T04:13:26,2021-01-04T22:16:18.054869,620
21279,2021-01-08T11:09:32,2021-01-10T10:30:25.641279,516
21280,2021-01-03T10:09:52,2021-01-06T04:09:08.450917,516
21281,2021-01-04T21:25:13,2021-01-07T11:48:35.885903,360
21282,2021-01-03T05:25:24,2021-01-06T05:11:39.167428,360
21283,2021-01-05T20:22:43,2021-01-08T00:16:45.954473,516
21284,2021-01-04T15:15:10,2021-01-07T04:21:29.950770,620
21285,2021-01-01T16:07:18,2021-01-04T01:51:16.865112,620
21286,2021-01-03T22:40:32,2021-01-06T16:33:55.842185,516
21287,2021-01-07T13:50:40,2021-01-10T08:25:45.003810,620
21288,2021-01-05T17:58:33,2021-01-08T20:50:01.444760,620
21289,2021-01-01T23:39:30,2021-01-05T08:51:43.534230,620
21290,2021-01-05T18:58:00,2021-01-08T05:59:23.909337,360
21291,2021-01-02T02:44:39,2021-01-03T04:03:02.669940,620
21292,2021-01-06T09:01:03,2021-01-08T18:31:34.040636,
21293,2021-01-07T22:38:17,2021-01-10T06:01:47.016476,360
21294,2021-01-05T13:01:24,2021-01-06T10:36:35.582022,620
21295,2021-01-02T06:56:20,2021-01-04T09:05:41.887976,360
21296,2021-01-06T19:13:37,2021-01-07T05:54:28.909761,516
21297,2021-01-07T02:20:34,2021-01-09T00:40:40.908625,360
21298,2021-01-03T05:02:48,2021-01-05T05:33:47.017296,360
21299,2021-01-02T12:09:31,2021-01-02T20:03:51.749422,516
21300,2021-01-06T12:53:36,2021-01-09T03:25:36.177449,360
21301,2021-01-01T04:44:36,2021-01-03T13:38:58.282894,360
21302,2021-01-05T04:18:42,2021-01-07T07:09:55.559568,360
21303,2021-01-07T13:53:52,2021-01-09T12:34:58.797574,360
21304,2021-01-01T21:37:34,2021-01-03T03:18:21.198882,620
21305,2021-01-01T20:10:08,2021-01-02T15:15:08.532419,620
21306,2021-01-04T20:13:55,2021-01-05T11:07:22.337734,516
21307,2021-01-01T23:23:47,2021-01-02T07:41:34.620257,516
21308,2021-01-08T00:29:05,2021-01-10T18:35:42.834325,360
21309,2021-01-07T19:11:40,2021-01-09T21:57:29.791127,360
21310,2021-01-01T05:11:46,2021-01-03T05:23:12.202392,360
21311,2021-01-01T20:19:05,2021-01-03T23:08:28.132762,360
21312,2021-01-06T04:44:11,2021-01-08T17:47:21.352087,360
21313,2021-01-04T22:38:15,2021-01-07T01:54:09.617744,360
21314,2021-01-04T02:21:22,2021-01-05T08:00:10.185687,620
21315,2021-01-02T21:23:53,2021-01-03T17:11:11.311107,516
21316,2021-01-01T09:44:31,2021-01-02T02:51:53.261183,516
21317,2021-01-05T19:15:55,2021-01-08T02:24:06.576434,
21318,2021-01-03T20:09:06,2021-01-05T07:12:15.623892,620
21319,2021-01-04T21:29:28,2021-01-06T21:09:49.344056,
21320,2021-01-07T11:03:41,2021-01-08T19:25:07.765544,620
21321,2021-01-01T07:25:45,2021-01-02T18:04:47.778270,
21322,2021-01-04T13:45:12,2021-01-06T23:55:19.244386,360
21323,2021-01-01T12:02:37,2021-01-02T08:16:38.261362,620
21324,2021-01-07T14:53:47,2021-01-08T18:30:51.411992,620
21325,2021-01-03T18:34:08,2021-01-06T03:24:34.472583,360
21326,2021-01-03T05:36:19,2021-01-05T10:24:16.022036,360
21327,2021-01-02T08:48:18,2021-01-02T14:21:42.515342,516
21328,2021-01-03T22:27:40,2021-01-05T20:36:33.077262,360
21329,2021-01-01T07:08:54,2021-01-03T11:41:35.617582,360
21330,2021-01-07T17:05:46,2021-01-09T19:20:44.130725,360
21331,2021-01-07T12:38:15,2021-01-07T02:29:28.948035,516
21332,2021-01-03T02:04:10,2021-01-05T09:04:34.104238,360
21333,2021-01-04T03:47:57,2021-01-06T10:21:37.806760,360
21334,2021-01-01T02:50:12,2021-01-01T11:58:09.003188,516
21335,2021-01-05T08:48:12,2021-01-06T13:50:33.135349,516
21336,2021-01-06T21:14:28,2021-01-07T19:15:18.012979,620
21337,2021-01-04T23:20:21,2021-01-06T08:09:25.686043,620
21338,2021-01-01T16:01:08,2021-01-03T12:49:30.172370,360
21339,2021-01-03T20:56:04,2021-01-05T02:16:10.976484,620
21340,2021-01-04T15:09:51,2021-01-05T14:21:22.753010,620
21341,2021-01-06T15:01:37,2021-01-08T19:19:20.458499,360
21342,2021-01-03T23:29:40,2021-01-04T04:02:31.641363,516
21343,2021-01-03T03:43:45,2021-01-05T18:40:05.651296,360
21344,2021-01-02T18:56:28,2021-01-02T13:54:38.808781,516
21345,2021-01-03T02:41:00,2021-01-03T11:28:12.199020,516
21346,2021-01-06T13:14:01,2021-01-06T18:45:03.468163,516
21347,2021-01-01T19:30:58,,360
21348,2021-01-04T10:47:40,2021-01-05T15:35:43.886834,620
21349,2021-01-06T18:47:47,2021-01-07T20:00:08.306567,516
21350,2021-01-07T02:01:18,2021-01-07T04:27:21.338113,
21351,2021-01-05T23:38:40,2021-01-06T03:37:59.813175,516
21352,2021-01-02T09:10:21,2021-01-04T08:21:31.802656,360
21353,2021-01-07T20:51:05,2021-01-08T08:20:37.504373,
21354,2021-01-04T09:41:05,2021-01-05T06:35:31.154426,620
21355,2021-01-02T16:19:57,2021-01-03T23:26:20.490631,620
21356,2021-01-01T01:10:29,2021-01-03T12:07:23.001048,360
21357,2021-01-05T17:17:25,2021-01-07T11:25:04.061941,516
21358,2021-01-07T20:55:24,2021-01-10T18:32:08.063897,620
21359,2021-01-04T14:02:19,,516
21360,2021-01-08T06:04:32,,
21361,2021-01-03T13:28:01,2021-01-05T06:27:59.730274,516
21362,2021-01-02T06:19:48,2021-01-03T11:12:18.832073,620
21363,2021-01-06T16:04:48,2021-01-08T20:34:06.655784,516
21364,2021-01-01T08:12:41,2021-01-03T13:10:11.495203,516
21365,2021-01-01T14:02:55,2021-01-05T01:26:45.446100,360
21366,2021-01-06T18:45:06,2021-01-08T23:03:04.485218,516
21367,2021-01-04T01:41:21,2021-01-06T15:58:45.755355,620
21368,2021-01-03T11:03:27,2021-01-06T22:56:28.492738,360
21369,2021-01-06T23:21:56,2021-01-09T05:33:29.093959,516
21370,2021-01-02T06:40:08,2021-01-05T18:03:18.880704,360
21371,2021-01-06T17:59:15,2021-01-10T13:14:53.175586,360
21372,2021-01-01T06:13:53,2021-01-03T22:29:50.997549,516
21373,2021-01-07T06:48:08,2021-01-10T11:06:00.539955,620
21374,2021-01-03T11:04:25,2021-01-05T14:43:39.838367,620
21375,2021-01-04T16:51:06,2021-01-06T15:16:51.505738,516
21376,2021-01-03T01:16:09,2021-01-04T10:45:45.627935,620
21377,2021-01-08T01:03:48,2021-01-11T10:30:53.898882,360
21378,2021-01-03T18:39:15,2021-01-06T08:12:03.474857,
21379,2021-01-06T19:19:34,2021-01-09T16:04:32.341057,516
21380,2021-01-06T17:01:40,2021-01-09T23:39:26.283855,360
21381,2021-01-02T00:41:06,2021-01-05T08:48:02.127348,360
21382,2021-01-03T00:09:14,2021-01-05T09:01:14.914465,620
21383,2021-01-05T03:49:11,2021-01-07T14:35:46.512580,620
21384,2021-01-07T15:51:21,,360
21385,2021-01-06T08:44:16,2021-01-10T23:12:24.275669,360
21386,2021-01-05T18:13:33,2021-01-08T17:21:36.296855,360
21387,2021-01-01T14:23:53,2021-01-03T22:06:02.662341,620
21388,2021-01-03T11:22:59,2021-01-06T21:38:39.236475,360
21389,2021-01-01T12:06:29,2021-01-03T22:07:40.002495,620
21390,2021-01-02T03:27:17,2021-01-05T06:43:02.473469,360
21391,2021-01-08T10:21:49,2021-01-10T16:50:41.171832,516
21392,2021-01-05T08:39:58,2021-01-07T13:39:19.844857,516
21393,2021-01-07T18:56:06,,620
21394,2021-01-02T06:27:15,2021-01-04T15:20:48.294155,620
21395,2021-01-04T14:08:52,2021-01-07T05:21:25.255281,516
21396,2021-01-01T05:42:54,,516
21397,2021-01-08T04:01:44,2021-01-10T04:06:03.951378,620
21398,2021-01-04T14:45:37,2021-01-06T23:23:10.504559,620
21399,2021-01-03T23:40:17,,360
21400,2021-01-06T11:58:36,2021-01-09T05:32:16.033460,516
21401,2021-01-07T20:27:39,2021-01-10T06:40:43.131976,620
21402,2021-01-04T16:55:04,2021-01-08T17:56:57.630937,360
21403,2021-01-07T10:38:47,2021-01-10T01:04:42.622240,620
21404,2021-01-07T16:20:01,2021-01-10T06:56:13.633704,620
21405,2021-01-07T08:33:49,2021-01-09T21:26:41.977471,620
21406,2021-01-06T06:57:42,2021-01-08T22:08:35.909334,620
21407,2021-01-05T23:13:56,2021-01-08T10:10:06.912754,620
21408,2021-01-04T21:39:18,2021-01-08T07:49:48.850018,360
21409,2021-01-07T04:34:33,2021-01-10T23:39:56.000089,360
21410,2021-01-03T06:58:00,2021-01-06T03:03:36.794736,516
21411,2021-01-01T14:46:44,2021-01-03T16:50:41.074035,620
21412,2021-01-06T16:32:44,2021-01-10T13:05:10.464359,360
21413,2021-01-06T04:00:59,2021-01-07T13:08:00.825009,516
21414,2021-01-07T02:12:00,2021-01-09T19:05:40.481248,360
21415,2021-01-06T03:00:39,2021-01-09T04:08:37.035036,620
21416,2021-01-05T16:42:14,2021-01-08T01:57:16.950338,620
21417,2021-01-04T05:59:44,2021-01-06T07:20:39.541173,516
21418,2021-01-01T16:02:56,2021-01-04T03:30:05.692360,516
21419,2021-01-05T22:08:39,2021-01-08T22:13:57.003944,620
21420,2021-01-02T17:47:27,2021-01-04T22:50:42.340091,516
21421,2021-01-05T21:32:15,2021-01-09T04:40:03.638162,360
21422,2021-01-06T12:14:57,2021-01-09T16:00:02.842577,620
21423,2021-01-07T03:45:35,2021-01-09T16:03:25.047193,516
21424,2021-01-03T22:45:54,2021-01-06T16:35:03.102469,620
21425,2021-01-03T05:18:55,2021-01-06T08:15:04.191884,620
21426,2021-01-06T21:43:12,2021-01-09T06:01:59.007179,620
21427,2021-01-02T05:21:54,2021-01-04T23:11:20.641770,516
21428,2021-01-03T01:32:03,2021-01-05T12:34:57.380743,516
21429,2021-01-04T15:55:47,2021-01-07T13:56:01.243649,620
21430,2021-01-07T02:12:13,2021-01-09T17:07:02.457746,516
21431,2021-01-05T16:11:06,2021-01-08T09:24:37.100142,620
21432,2021-01-02T05:45:10,2021-01-05T11:55:31.199209,360
21433,2021-01-03T14:28:59,2021-01-06T11:06:12.933912,516
21434,2021-01-02T21:04:55,2021-01-05T18:39:17.424286,360
21435,2021-01-04T10:34:07,2021-01-07T09:33:52.812340,620
21436,2021-01-03T18:39:48,2021-01-06T23:30:21.190555,516
21437,2021-01-08T03:28:48,,360
21438,2021-01-01T01:17:57,2021-01-04T06:22:39.452991,516
21439,2021-01-07T07:12:13,2021-01-10T07:43:57.989925,516
21440,2021-01-06T13:29:02,2021-01-09T06:21:27.963212,620
21441,2021-01-01T23:11:00,2021-01-04T13:44:18.155676,360
21442,2021-01-01T03:18:01,2021-01-04T04:02:43.315514,360
21443,2021-01-08T09:46:17,,620
21444,2021-01-03T02:20:54,2021-01-05T08:41:41.016113,
21445,2021-01-04T06:39:35,2021-01-05T22:32:50.009571,360
21446,2021-01-04T14:42:57,2021-01-05T14:13:44.407126,620
21447,2021-01-01T10:59:31,2021-01-02T13:33:47.775342,620
21448,2021-01-01T14:22:23,2021-01-02T15:01:09.742901,620
21449,2021-01-03T06:14:25,2021-01-04T00:30:40.447396,360
21450,2021-01-07T20:40:42,2021-01-09T01:05:44.868166,516
21451,2021-01-01T09:50:10,2021-01-02T16:23:05.636452,516
21452,2021-01-06T09:35:52,2021-01-08T10:31:14.736341,516
21453,2021-01-06T00:28:54,2021-01-07T00:52:54.434291,620
21454,2021-01-03T06:06:35,2021-01-05T00:06:23.746673,360
21455,2021-01-06T22:44:31,,620
21456,2021-01-05T00:32:32,2021-01-06T04:54:19.939716,
21457,2021-01-05T02:10:41,2021-01-06T14:26:23.334919,516
21458,2021-01-04T15:46:31,2021-01-04T23:39:20.587067,620
21459,2021-01-06T21:52:43,2021-01-08T06:06:20.263346,516
21460,2021-01-03T18:01:33,2021-01-05T12:37:32.206207,516
21461,2021-01-06T23:36:00,2021-01-09T02:27:30.505046,360
21462,2021-01-08T08:03:09,2021-01-10T12:46:39.007227,360
21463,2021-01-07T23:56:36,2021-01-09T09:09:39.848433,516
21464,2021-01-05T10:07:55,2021-01-06T04:28:15.564142,516
21465,2021-01-06T16:54:12,2021-01-07T15:59:37.887634,516
21466,2021-01-05T11:27:35,2021-01-06T16:47:25.750688,516
21467,2021-01-03T08:48:44,2021-01-04T03:58:30.527864,620
21468,2021-01-05T00:58:12,2021-01-06T06:56:00.352518,
21469,2021-01-03T02:45:49,2021-01-04T07:58:29.973101,620
21470,2021-01-01T02:07:14,2021-01-03T00:41:45.599195,360
21471,2021-01-06T03:07:11,2021-01-06T20:48:05.842290,620
21472,2021-01-02T04:20:14,2021-01-03T23:11:32.431006,360
21473,2021-01-08T00:36:44,2021-01-09T15:43:03.011782,516
21474,2021-01-05T00:04:33,2021-01-06T16:49:24.282983,516
21475,2021-01-06T11:49:06,2021-01-08T14:39:30.832580,516
21476,2021-01-03T10:09:56,2021-01-05T01:36:11.498867,
21477,2021-01-08T09:47:47,2021-01-09T20:12:12.459712,360
21478,2021-01-06T17:07:45,2021-01-08T01:31:44.919441,516
21479,2021-01-08T07:45:52,2021-01-09T14:44:03.471377,360
21480,2021-01-04T12:31:50,2021-01-05T13:57:20.460838,516
21481,2021-01-06T08:50:57,2021-01-07T12:26:09.714573,516
21482,2021-01-05T21:48:57,2021-01-07T10:17:39.617144,516
21483,2021-01-06T09:14:07,2021-01-08T01:17:15.913051,620
21484,2021-01-08T06:01:21,2021-01-09T01:50:48.683447,516
21485,2021-01-03T18:33:38,2021-01-05T17:59:21.033806,360
21486,2021-01-03T07:53:22,2021-01-04T20:33:02.951686,360
21487,2021-01-06T12:59:46,2021-01-07T21:31:53.756686,516
21488,2021-01-03T21:35:45,2021-01-05T21:11:48.168539,360
21489,2021-01-03T08:50:42,2021-01-05T07:34:35.629857,360
21490,2021-01-06T13:43:53,2021-01-08T09:07:23.768718,
21491,2021-01-06T19:54:36,2021-01-07T19:45:50.512752,516
21492,2021-01-02T23:34:55,2021-01-05T01:26:29.967784,516
21493,2021-01-06T08:14:13,2021-01-08T03:21:06.141007,360
21494,2021-01-05T01:06:24,2021-01-06T21:57:17.983151,360
21495,2021-01-01T17:19:37,2021-01-03T01:26:24.404912,620
21496,2021-01-01T20:11:08,2021-01-03T01:15:48.002120,516
21497,2021-01-02T02:15:57,2021-01-04T10:06:33.263819,360
21498,2021-01-01T06:19:09,2021-01-02T16:24:49.446919,620
21499,2021-01-01T14:41:02,2021-01-02T19:43:59.707083,620
21500,2021-01-03T17:40:33,,516
21501,2021-01-04T19:07:00,2021-01-06T04:59:55.654567,516
21502,2021-01-02T21:35:58,2021-01-04T12:36:32.583964,360
21503,2021-01-08T06:06:42,2021-01-09T20:33:06.116019,620
21504,2021-01-04T17:53:13,2021-01-05T10:24:48.697830,516
21505,2021-01-04T03:50:45,2021-01-06T06:40:28.061813,360
21506,2021-01-06T02:41:06,2021-01-07T06:48:36.995269,620
21507,2021-01-07T19:15:48,2021-01-09T22:35:45.224158,360
21508,2021-01-04T05:58:19,2021-01-06T04:56:54.076474,360
21509,2021-01-06T08:54:45,2021-01-07T06:05:40.278656,516
21510,2021-01-06T23:03:48,2021-01-08T14:20:18.982670,620
21511,2021-01-06T07:28:20,2021-01-08T03:42:14.028825,516
21512,2021-01-03T10:46:57,2021-01-05T11:21:50.105569,360
21513,2021-01-07T22:35:43,2021-01-08T18:27:57.476984,516
21514,2021-01-06T16:40:36,2021-01-09T06:20:33.225038,360
21515,2021-01-05T13:02:05,2021-01-06T18:49:48.042894,516
21516,2021-01-06T08:35:42,2021-01-07T17:15:20.617967,360
21517,2021-01-03T20:08:40,2021-01-05T08:53:23.010846,516
21518,2021-01-04T14:22:03,2021-01-06T04:00:14.572050,516
21519,2021-01-02T19:25:57,2021-01-04T17:48:19.809101,360
21520,2021-01-07T12:45:04,2021-01-09T07:17:51.876799,360
21521,2021-01-02T10:29:24,2021-01-03T20:21:14.203762,516
21522,2021-01-05T06:39:22,2021-01-06T16:25:55.904469,516
21523,2021-01-08T10:09:35,2021-01-09T15:26:45.527939,620
21524,2021-01-08T04:01:00,2021-01-09T23:03:50.654038,620
21525,2021-01-05T07:27:56,2021-01-07T00:50:13.207194,360
21526,2021-01-03T21:38:56,2021-01-05T10:30:01.563455,620
21527,2021-01-02T21:42:57,2021-01-04T12:26:22.303943,516
21528,2021-01-04T15:56:11,2021-01-06T17:25:35.018032,360
21529,2021-01-08T00:39:36,2021-01-10T00:53:18.799095,620
21530,2021-01-03T21:14:01,2021-01-05T18:25:05.769661,360
21531,2021-01-07T08:16:58,2021-01-08T12:35:33.089625,516
21532,2021-01-06T06:08:31,2021-01-07T20:36:11.993070,
21533,2021-01-06T14:30:58,2021-01-07T10:48:58.013094,516
21534,2021-01-06T01:03:57,2021-01-07T19:34:43.202305,360
21535,2021-01-02T15:41:31,2021-01-03T19:26:28.466926,516
21536,2021-01-02T07:54:10,2021-01-04T12:26:13.081310,516
21537,2021-01-04T23:46:50,2021-01-07T06:45:28.063662,620
21538,2021-01-06T11:04:00,2021-01-08T12:44:36.612346,620
21539,2021-01-06T00:08:04,2021-01-07T13:08:40.635502,516
21540,2021-01-07T18:01:11,2021-01-09T23:45:27.994095,360
21541,2021-01-02T23:02:36,2021-01-05T07:23:21.336640,360
21542,2021-01-06T05:42:09,2021-01-08T02:16:44.775922,360
21543,2021-01-06T07:48:15,2021-01-08T18:31:40.642129,
21544,2021-01-05T01:08:16,2021-01-06T10:03:04.097448,516
21545,2021-01-02T12:59:45,,360
21546,2021-01-06T22:23:04,2021-01-08T17:49:47.773725,516
21547,2021-01-04T11:42:58,2021-01-07T08:01:15.100170,620
21548,2021-01-04T04:18:30,2021-01-06T17:34:43.958825,360
21549,2021-01-03T10:44:25,2021-01-05T18:41:12.845259,
21550,2021-01-02T07:20:04,2021-01-04T04:48:46.934347,516
21551,2021-01-06T17:01:13,2021-01-09T01:49:32.709520,360
21552,2021-01-02T16:23:04,2021-01-04T18:06:31.911050,620
21553,2021-01-02T22:41:48,2021-01-04T18:11:06.191742,620
21554,2021-01-07T15:06:04,2021-01-09T09:49:23.803569,516
21555,2021-01-08T07:14:50,2021-01-10T19:45:37.899204,620
21556,2021-01-02T22:10:20,2021-01-05T07:15:08.613904,360
21557,2021-01-03T23:36:44,2021-01-06T09:00:35.726171,620
21558,2021-01-02T17:39:00,2021-01-04T22:16:10.170983,516
21559,2021-01-05T14:40:20,2021-01-08T14:38:28.599600,620
21560,2021-01-06T18:06:41,2021-01-08T04:49:39.860271,516
21561,2021-01-07T16:44:24,2021-01-10T11:11:37.237102,620
21562,2021-01-04T10:41:05,2021-01-06T10:50:30.398526,516
21563,2021-01-02T01:52:42,2021-01-04T23:47:44.045044,360
21564,2021-01-02T07:24:23,2021-01-04T02:37:41.711179,516
21565,2021-01-03T20:08:07,2021-01-07T02:24:54.005372,360
21566,2021-01-07T01:19:23,2021-01-09T00:41:50.996517,620
21567,2021-01-06T13:21:14,2021-01-08T22:23:51.305272,620
21568,2021-01-08T07:12:30,,360
21569,2021-01-06T11:01:36,2021-01-08T12:57:37.303127,516
21570,2021-01-02T15:34:30,2021-01-05T05:03:42.434661,360
21571,2021-01-04T21:23:09,2021-01-07T07:28:28.323888,620
21572,2021-01-06T18:05:53,2021-01-09T02:43:26.281406,360
21573,2021-01-07T08:10:07,2021-01-09T16:11:09.083184,620
21574,2021-01-01T04:07:02,2021-01-02T04:46:06.618154,516
21575,2021-01-03T12:55:40,2021-01-05T13:27:02.894937,360
21576,2021-01-05T02:01:01,,360
21577,2021-01-02T14:03:26,2021-01-03T13:56:50.971677,516
21578,2021-01-01T23:11:28,2021-01-03T16:16:57.761661,360
21579,2021-01-04T04:10:42,2021-01-05T23:41:11.922775,360
21580,2021-01-02T14:00:36,2021-01-03T13:17:46.207321,620
21581,2021-01-01T02:24:13,2021-01-02T01:27:53.550912,516
21582,2021-01-06T13:22:29,2021-01-07T22:53:25.562959,516
21583,2021-01-03T08:21:21,2021-01-05T13:57:59.705077,360
21584,2021-01-01T21:13:57,2021-01-03T06:15:22.195370,516
21585,2021-01-08T01:49:10,2021-01-09T05:49:56.982840,516
21586,2021-01-01T20:29:15,,516
21587,2021-01-02T02:11:34,2021-01-03T08:29:46.481212,516
21588,2021-01-05T08:32:11,2021-01-07T14:32:31.775625,360
21589,2021-01-05T04:38:38,2021-01-07T06:34:02.348920,360
21590,2021-01-04T01:55:12,2021-01-06T05:30:43.349091,620
21591,2021-01-02T17:32:58,2021-01-05T15:09:19.727054,620
21592,2021-01-01T16:20:17,2021-01-05T06:40:47.427193,360
21593,2021-01-03T12:18:19,2021-01-05T22:14:16.428320,620
21594,2021-01-07T03:13:46,2021-01-10T07:39:12.258603,360
21595,2021-01-07T18:07:59,2021-01-09T23:34:53.739650,516
21596,2021-01-06T03:25:44,,620
21597,2021-01-03T23:26:30,2021-01-06T06:41:33.995672,620
21598,2021-01-03T22:34:14,2021-01-06T20:36:02.835138,620
21599,2021-01-04T17:09:50,2021-01-07T01:00:32.056390,620
21600,2021-01-04T18:14:11,2021-01-07T12:33:21.120231,516
21601,2021-01-04T01:54:14,2021-01-06T22:19:41.469552,516
21602,2021-01-05T04:29:57,2021-01-07T16:43:15.642483,516
21603,2021-01-04T17:55:02,2021-01-08T00:29:50.460565,360
21604,2021-01-04T01:59:18,2021-01-06T11:26:00.245232,620
21605,2021-01-07T23:34:00,2021-01-11T13:48:04.147899,360
21606,2021-01-02T17:57:53,2021-01-05T21:18:24.983974,620
21607,2021-01-03T06:02:20,2021-01-06T23:05:33.946308,360
21608,2021-01-06T01:20:32,2021-01-08T05:15:25.580853,620
21609,2021-01-05T05:13:36,2021-01-08T00:03:56.616761,516
21610,2021-01-01T23:40:08,2021-01-05T16:14:07.187484,360
21611,2021-01-06T07:20:46,2021-01-08T21:22:16.870939,516
21612,2021-01-08T08:38:13,2021-01-11T14:53:00.201646,360
21613,2021-01-02T16:07:46,,620
21614,2021-01-07T20:27:51,2021-01-10T19:02:17.793763,620
21615,2021-01-06T18:34:43,,516
21616,2021-01-03T21:16:23,2021-01-06T04:21:21.583342,620
21617,2021-01-02T16:59:06,2021-01-05T16:41:58.067062,516
21618,2021-01-01T02:23:18,2021-01-01T22:13:38.976632,516
21619,2021-01-08T03:19:25,2021-01-10T06:42:10.276180,360
21620,2021-01-06T20:01:03,,516
21621,2021-01-06T16:51:45,2021-01-08T17:16:07.569058,360
21622,2021-01-05T07:24:20,2021-01-08T05:48:39.524227,360
21623,2021-01-06T16:47:19,2021-01-08T10:37:29.510602,620
21624,2021-01-01T20:49:39,2021-01-02T12:49:36.369852,516
21625,2021-01-07T16:19:55,2021-01-08T03:49:53.429018,516
21626,2021-01-06T00:38:09,2021-01-06T21:42:41.701775,620
21627,2021-01-06T21:16:14,2021-01-08T20:07:44.383560,360
21628,2021-01-07T05:02:29,,360
21629,2021-01-06T12:18:46,,620
21630,2021-01-06T20:04:03,2021-01-08T19:43:05.182665,360
21631,2021-01-08T10:37:17,2021-01-08T15:13:07.621676,516
21632,2021-01-06T16:55:23,2021-01-08T11:10:42.825786,620
21633,2021-01-01T16:22:39,2021-01-03T22:04:48.927383,360
21634,2021-01-06T18:22:59,2021-01-07T03:25:03.604273,516
21635,2021-01-05T03:05:16,2021-01-05T21:17:32.487685,620
21636,2021-01-05T06:24:42,2021-01-07T18:17:40.347936,360
21637,2021-01-05T22:17:37,2021-01-08T09:31:34.101402,360
21638,2021-01-08T10:19:31,2021-01-09T18:10:48.093001,620
21639,2021-01-01T16:14:03,2021-01-02T21:51:14.954835,620
21640,2021-01-07T16:04:35,2021-01-07T13:14:56.876263,516
21641,2021-01-05T03:16:40,2021-01-07T14:18:43.308358,360
21642,2021-01-06T01:08:23,2021-01-07T02:53:21.352513,620
21643,2021-01-06T21:56:38,2021-01-09T08:25:00.922160,360
21644,2021-01-08T00:06:33,2021-01-08T12:46:35.181288,620
21645,2021-01-02T17:26:03,2021-01-03T09:20:00.248589,516
21646,2021-01-08T05:55:12,2021-01-08T05:56:28.085181,516
21647,2021-01-06T16:45:56,2021-01-08T19:42:47.202031,
21648,2021-01-03T00:54:55,2021-01-02T22:31:32.271563,516
21649,2021-01-04T04:05:20,2021-01-05T08:48:53.906125,620
21650,2021-01-05T09:19:55,2021-01-06T18:59:20.352607,620
21651,2021-01-07T10:50:27,2021-01-07T10:11:00.960625,
21652,2021-01-02T12:09:52,2021-01-03T01:31:06.775221,620
21653,2021-01-01T18:23:20,,360
21654,2021-01-05T18:11:13,2021-01-06T08:27:00.846048,516
21655,2021-01-03T08:41:41,2021-01-05T12:35:33.050786,360
21656,2021-01-08T08:48:44,2021-01-10T19:53:53.849737,360
21657,2021-01-03T14:10:29,2021-01-06T16:10:23.603574,360
21658,2021-01-07T13:50:51,2021-01-08T03:41:48.401344,
21659,2021-01-01T14:07:42,2021-01-03T23:26:47.203428,360
21660,2021-01-03T01:15:07,2021-01-02T21:40:02.634476,
21661,2021-01-02T08:31:19,2021-01-04T11:22:16.534905,360
21662,2021-01-06T22:57:44,2021-01-07T19:31:41.181226,620
21663,2021-01-04T12:48:28,2021-01-04T22:10:28.043380,516
21664,2021-01-01T12:55:25,2021-01-02T00:24:52.446153,620
21665,2021-01-01T14:58:55,2021-01-02T11:14:24.609589,516
21666,2021-01-05T14:07:17,2021-01-06T22:45:55.447660,360
21667,2021-01-03T08:09:59,2021-01-04T00:53:56.020355,620
21668,2021-01-05T22:22:06,2021-01-07T16:53:08.355386,360
21669,2021-01-03T13:36:24,2021-01-05T00:00:19.975990,360
21670,2021-01-01T05:12:13,2021-01-01T08:43:20.538509,516
21671,2021-01-02T00:34:11,2021-01-02T10:37:31.061288,516
21672,2021-01-03T06:12:36,2021-01-03T20:57:10.725677,620
21673,2021-01-01T23:16:26,2021-01-02T13:52:32.548955,516
21674,2021-01-05T04:32:14,2021-01-05T04:09:03.884442,516
21675,2021-01-05T10:48:18,2021-01-05T13:02:39.375349,620
21676,2021-01-08T03:06:54,2021-01-09T04:58:36.287279,516
21677,2021-01-07T06:46:42,,620
21678,2021-01-04T16:32:57,,620
21679,2021-01-05T12:09:22,2021-01-05T18:35:21.869035,516
21680,2021-01-06T02:03:50,2021-01-07T21:35:28.353951,360
21681,2021-01-04T21:49:03,2021-01-05T16:07:41.344214,620
21682,2021-01-04T10:45:29,2021-01-04T17:00:08.580699,516
21683,2021-01-05T02:09:12,2021-01-06T12:11:21.492392,360
21684,2021-01-07T21:37:38,2021-01-07T20:52:07.523240,
21685,2021-01-01T10:04:43,2021-01-02T04:01:07.931776,516
21686,2021-01-01T05:12:48,2021-01-02T08:22:00.322336,516
21687,2021-01-02T00:21:22,2021-01-01T23:29:32.924431,
21688,2021-01-04T07:54:14,2021-01-06T02:37:15.651972,360
21689,2021-01-05T22:03:48,2021-01-08T04:33:44.980284,
21690,2021-01-01T12:00:02,2021-01-03T22:39:53.957039,516
21691,2021-01-04T21:46:00,2021-01-07T16:47:26.045119,516
21692,2021-01-07T07:01:35,2021-01-09T13:08:22.798776,620
21693,2021-01-03T15:27:29,2021-01-04T12:25:03.759388,620
21694,2021-01-06T07:33:04,2021-01-06T10:03:42.338235,516
21695,2021-01-02T12:23:51,2021-01-04T11:03:40.610055,360
21696,2021-01-05T08:17:49,2021-01-06T12:25:29.326418,620
21697,2021-01-01T06:43:13,2021-01-03T02:29:22.489096,360
