purchase_id,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours
21570,C360,1,2,15,Saturday,1,5,5,Tuesday,61
21571,C620,1,4,21,Monday,1,7,7,Thursday,58
21572,C360,1,6,18,Wednesday,1,9,2,Saturday,56
21573,C620,1,7,8,Thursday,1,9,16,Saturday,56
21574,C516,1,1,4,Friday,1,2,4,Saturday,24
21575,C360,1,3,12,Sunday,1,5,13,Tuesday,48
21577,C516,1,2,14,Saturday,1,3,13,Sunday,23
21578,C360,1,1,23,Friday,1,3,16,Sunday,41
21579,C360,1,4,4,Monday,1,5,23,Tuesday,43
21580,C620,1,2,14,Saturday,1,3,13,Sunday,23
21581,C516,1,1,2,Friday,1,2,1,Saturday,23
21582,C516,1,6,13,Wednesday,1,7,22,Thursday,33
21583,C360,1,3,8,Sunday,1,5,13,Tuesday,53
21584,C516,1,1,21,Friday,1,3,6,Sunday,33
21585,C516,1,8,1,Friday,1,9,5,Saturday,28
21587,C516,1,2,2,Saturday,1,3,8,Sunday,30
21588,C360,1,5,8,Tuesday,1,7,14,Thursday,54
21589,C360,1,5,4,Tuesday,1,7,6,Thursday,49
21590,C620,1,4,1,Monday,1,6,5,Wednesday,51
21591,C620,1,2,17,Saturday,1,5,15,Tuesday,69
21592,C360,1,1,16,Friday,1,5,6,Tuesday,86
21593,C620,1,3,12,Sunday,1,5,22,Tuesday,57
21594,C360,1,7,3,Thursday,1,10,7,Sunday,76
21595,C516,1,7,18,Thursday,1,9,23,Saturday,53
21597,C620,1,3,23,Sunday,1,6,6,Wednesday,55
21598,C620,1,3,22,Sunday,1,6,20,Wednesday,70
21599,C620,1,4,17,Monday,1,7,1,Thursday,55
21600,C516,1,4,18,Monday,1,7,12,Thursday,66
21601,C516,1,4,1,Monday,1,6,22,Wednesday,68
21602,C516,1,5,4,Tuesday,1,7,16,Thursday,60
21603,C360,1,4,17,Monday,1,8,0,Friday,78
21604,C620,1,4,1,Monday,1,6,11,Wednesday,57
21605,C360,1,7,23,Thursday,1,11,13,Monday,86
21606,C620,1,2,17,Saturday,1,5,21,Tuesday,75
21607,C360,1,3,6,Sunday,1,6,23,Wednesday,89
21608,C620,1,6,1,Wednesday,1,8,5,Friday,51
21609,C516,1,5,5,Tuesday,1,8,0,Friday,66
21610,C360,1,1,23,Friday,1,5,16,Tuesday,88
21611,C516,1,6,7,Wednesday,1,8,21,Friday,62
21612,C360,1,8,8,Friday,1,11,14,Monday,78
21614,C620,1,7,20,Thursday,1,10,19,Sunday,70
21616,C620,1,3,21,Sunday,1,6,4,Wednesday,55
21617,C516,1,2,16,Saturday,1,5,16,Tuesday,71
21618,C516,1,1,2,Friday,1,1,22,Friday,19
21619,C360,1,8,3,Friday,1,10,6,Sunday,51
21621,C360,1,6,16,Wednesday,1,8,17,Friday,48
21622,C360,1,5,7,Tuesday,1,8,5,Friday,70
21623,C620,1,6,16,Wednesday,1,8,10,Friday,41
21624,C516,1,1,20,Friday,1,2,12,Saturday,15
21625,C516,1,7,16,Thursday,1,8,3,Friday,11
21626,C620,1,6,0,Wednesday,1,6,21,Wednesday,21
21627,C360,1,6,21,Wednesday,1,8,20,Friday,46
21630,C360,1,6,20,Wednesday,1,8,19,Friday,47
21631,C516,1,8,10,Friday,1,8,15,Friday,4
21632,C620,1,6,16,Wednesday,1,8,11,Friday,42
21633,C360,1,1,16,Friday,1,3,22,Sunday,53
21634,C516,1,6,18,Wednesday,1,7,3,Thursday,9
21635,C620,1,5,3,Tuesday,1,5,21,Tuesday,18
21636,C360,1,5,6,Tuesday,1,7,18,Thursday,59
21637,C360,1,5,22,Tuesday,1,8,9,Friday,59
21638,C620,1,8,10,Friday,1,9,18,Saturday,31
21639,C620,1,1,16,Friday,1,2,21,Saturday,29
21641,C360,1,5,3,Tuesday,1,7,14,Thursday,59
21642,C620,1,6,1,Wednesday,1,7,2,Thursday,25
21643,C360,1,6,21,Wednesday,1,9,8,Saturday,58
21644,C620,1,8,0,Friday,1,8,12,Friday,12
21645,C516,1,2,17,Saturday,1,3,9,Sunday,15
21649,C620,1,4,4,Monday,1,5,8,Tuesday,28
21650,C620,1,5,9,Tuesday,1,6,18,Wednesday,33
21652,C620,1,2,12,Saturday,1,3,1,Sunday,13
21654,C516,1,5,18,Tuesday,1,6,8,Wednesday,14
21655,C360,1,3,8,Sunday,1,5,12,Tuesday,51
21656,C360,1,8,8,Friday,1,10,19,Sunday,59
21657,C360,1,3,14,Sunday,1,6,16,Wednesday,73
21659,C360,1,1,14,Friday,1,3,23,Sunday,57
21661,C360,1,2,8,Saturday,1,4,11,Monday,50
21662,C620,1,6,22,Wednesday,1,7,19,Thursday,20
21663,C516,1,4,12,Monday,1,4,22,Monday,9
21664,C620,1,1,12,Friday,1,2,0,Saturday,11
21665,C516,1,1,14,Friday,1,2,11,Saturday,20
21666,C360,1,5,14,Tuesday,1,6,22,Wednesday,32
21667,C620,1,3,8,Sunday,1,4,0,Monday,16
21668,C360,1,5,22,Tuesday,1,7,16,Thursday,42
21669,C360,1,3,13,Sunday,1,5,0,Tuesday,34
21670,C516,1,1,5,Friday,1,1,8,Friday,3
21671,C516,1,2,0,Saturday,1,2,10,Saturday,10
21672,C620,1,3,6,Sunday,1,3,20,Sunday,14
21673,C516,1,1,23,Friday,1,2,13,Saturday,14
21675,C620,1,5,10,Tuesday,1,5,13,Tuesday,2
21676,C516,1,8,3,Friday,1,9,4,Saturday,25
21679,C516,1,5,12,Tuesday,1,5,18,Tuesday,6
21680,C360,1,6,2,Wednesday,1,7,21,Thursday,43
21681,C620,1,4,21,Monday,1,5,16,Tuesday,18
21682,C516,1,4,10,Monday,1,4,17,Monday,6
21683,C360,1,5,2,Tuesday,1,6,12,Wednesday,34
21685,C516,1,1,10,Friday,1,2,4,Saturday,17
21686,C516,1,1,5,Friday,1,2,8,Saturday,27
21688,C360,1,4,7,Monday,1,6,2,Wednesday,42
21690,C516,1,1,12,Friday,1,3,22,Sunday,58
21691,C516,1,4,21,Monday,1,7,16,Thursday,67
21692,C620,1,7,7,Thursday,1,9,13,Saturday,54
21693,C620,1,3,15,Sunday,1,4,12,Monday,20
21694,C516,1,6,7,Wednesday,1,6,10,Wednesday,2
21695,C360,1,2,12,Saturday,1,4,11,Monday,46
21696,C620,1,5,8,Tuesday,1,6,12,Wednesday,28
21697,C360,1,1,6,Friday,1,3,2,Sunday,43
21698,C516,1,6,18,Wednesday,1,7,20,Thursday,26
21700,C620,1,7,9,Thursday,1,7,21,Thursday,12
21701,C360,1,7,23,Thursday,1,9,10,Saturday,34
21702,C360,1,5,23,Tuesday,1,7,19,Thursday,44
21703,C360,1,7,20,Thursday,1,10,8,Sunday,60
21704,C620,1,3,22,Sunday,1,4,8,Monday,10
21705,C620,1,1,11,Friday,1,2,0,Saturday,12
21706,C360,1,1,16,Friday,1,3,5,Sunday,37
21707,C516,1,1,4,Friday,1,1,22,Friday,17
21708,C620,1,1,3,Friday,1,2,0,Saturday,20
21709,C360,1,7,17,Thursday,1,9,8,Saturday,39
21710,C360,1,6,6,Wednesday,1,7,20,Thursday,38
21711,C360,1,5,14,Tuesday,1,7,8,Thursday,41
21712,C516,1,5,5,Tuesday,1,6,7,Wednesday,25
21713,C360,1,4,9,Monday,1,5,8,Tuesday,23
21715,C360,1,2,10,Saturday,1,3,21,Sunday,35
21717,C516,1,6,22,Wednesday,1,7,6,Thursday,8
21718,C620,1,4,3,Monday,1,4,22,Monday,18
21719,C620,1,8,6,Friday,1,8,18,Friday,12
21720,C360,1,3,17,Sunday,1,5,2,Tuesday,33
21721,C516,1,5,17,Tuesday,1,6,1,Wednesday,8
21722,C360,1,4,13,Monday,1,5,20,Tuesday,31
21723,C620,1,1,13,Friday,1,2,20,Saturday,31
21724,C620,1,1,14,Friday,1,2,1,Saturday,11
21725,C620,1,3,18,Sunday,1,4,4,Monday,10
21728,C360,1,3,19,Sunday,1,4,21,Monday,26
21729,C516,1,2,13,Saturday,1,2,16,Saturday,3
21731,C516,1,2,19,Saturday,1,3,5,Sunday,10
21732,C620,1,2,15,Saturday,1,3,10,Sunday,18
21733,C360,1,6,16,Wednesday,1,8,22,Friday,54
21735,C516,1,5,18,Tuesday,1,6,20,Wednesday,25
21736,C620,1,8,6,Friday,1,8,19,Friday,12
21737,C360,1,5,6,Tuesday,1,6,11,Wednesday,28
21738,C360,1,8,6,Friday,1,10,2,Sunday,44
21739,C360,1,4,9,Monday,1,5,16,Tuesday,30
21740,C360,1,2,23,Saturday,1,4,13,Monday,38
21741,C360,1,2,1,Saturday,1,4,3,Monday,50
21742,C360,1,1,13,Friday,1,2,18,Saturday,29
21743,C620,1,7,3,Thursday,1,7,9,Thursday,5
21744,C360,1,1,4,Friday,1,3,2,Sunday,45
21745,C620,1,7,7,Thursday,1,7,19,Thursday,12
21746,C620,1,3,12,Sunday,1,3,19,Sunday,6
21747,C516,1,7,16,Thursday,1,8,8,Friday,15
21748,C516,1,4,22,Monday,1,6,4,Wednesday,29
21749,C516,1,1,18,Friday,1,2,15,Saturday,21
21750,C516,1,1,11,Friday,1,2,5,Saturday,17
21751,C360,1,7,13,Thursday,1,9,7,Saturday,42
21752,C360,1,6,12,Wednesday,1,8,6,Friday,42
21753,C360,1,7,16,Thursday,1,9,11,Saturday,42
21754,C620,1,1,10,Friday,1,2,15,Saturday,28
21755,C360,1,7,1,Thursday,1,10,0,Sunday,71
21756,C360,1,5,16,Tuesday,1,8,11,Friday,67
21757,C620,1,4,2,Monday,1,6,5,Wednesday,50
21758,C620,1,3,22,Sunday,1,5,20,Tuesday,45
21759,C360,1,7,0,Thursday,1,9,18,Saturday,65
21760,C620,1,7,9,Thursday,1,9,17,Saturday,55
21761,C620,1,1,19,Friday,1,3,21,Sunday,49
21763,C360,1,4,5,Monday,1,6,22,Wednesday,65
21764,C360,1,1,7,Friday,1,4,16,Monday,80
21765,C620,1,5,10,Tuesday,1,7,8,Thursday,46
21766,C620,1,6,5,Wednesday,1,8,18,Friday,61
21767,C516,1,1,11,Friday,1,2,20,Saturday,33
21768,C516,1,4,8,Monday,1,6,8,Wednesday,47
21769,C620,1,3,8,Sunday,1,5,13,Tuesday,52
21770,C360,1,7,18,Thursday,1,10,18,Sunday,71
21771,C620,1,5,10,Tuesday,1,7,19,Thursday,57
21772,C620,1,4,5,Monday,1,6,19,Wednesday,62
21773,C516,1,4,12,Monday,1,6,12,Wednesday,48
21774,C360,1,6,9,Wednesday,1,8,16,Friday,55
21775,C620,1,5,12,Tuesday,1,6,22,Wednesday,34
21776,C516,1,1,20,Friday,1,2,19,Saturday,22
21777,C620,1,3,13,Sunday,1,5,8,Tuesday,42
21779,C360,1,4,23,Monday,1,7,22,Thursday,71
21782,C620,1,1,13,Friday,1,3,23,Sunday,58
21784,C620,1,1,19,Friday,1,4,12,Monday,65
21785,C360,1,6,16,Wednesday,1,9,11,Saturday,66
21786,C516,1,7,12,Thursday,1,9,18,Saturday,54
21787,C516,1,5,4,Tuesday,1,6,13,Wednesday,33
21788,C360,1,5,22,Tuesday,1,8,7,Friday,56
21789,C620,1,2,22,Saturday,1,5,0,Tuesday,50
21790,C360,1,5,14,Tuesday,1,8,12,Friday,69
21791,C620,1,7,19,Thursday,1,9,22,Saturday,51
21792,C516,1,4,1,Monday,1,6,2,Wednesday,48
21793,C360,1,3,2,Sunday,1,6,3,Wednesday,73
21794,C620,1,5,17,Tuesday,1,7,19,Thursday,50
21795,C516,1,2,0,Saturday,1,3,10,Sunday,34
21796,C516,1,2,20,Saturday,1,5,5,Tuesday,57
21797,C516,1,7,22,Thursday,1,10,6,Sunday,55
21798,C360,1,1,10,Friday,1,4,10,Monday,72
21799,C516,1,2,9,Saturday,1,4,21,Monday,59
21800,C516,1,1,6,Friday,1,3,8,Sunday,50
21801,C620,1,6,8,Wednesday,1,8,22,Friday,62
21802,C360,1,6,17,Wednesday,1,9,16,Saturday,70
21803,C620,1,1,1,Friday,1,3,1,Sunday,47
21804,C620,1,5,13,Tuesday,1,7,23,Thursday,57
21805,C360,1,4,13,Monday,1,7,11,Thursday,69
21807,C360,1,7,21,Thursday,1,11,2,Monday,77
21808,C516,1,2,16,Saturday,1,3,16,Sunday,23
21811,C360,1,4,17,Monday,1,6,9,Wednesday,40
21812,C360,1,4,22,Monday,1,6,21,Wednesday,47
21813,C620,1,6,2,Wednesday,1,7,1,Thursday,22
21814,C516,1,1,5,Friday,1,2,16,Saturday,34
21815,C360,1,4,8,Monday,1,5,19,Tuesday,34
21816,C620,1,1,4,Friday,1,2,18,Saturday,38
21817,C360,1,7,5,Thursday,1,8,23,Friday,41
21818,C360,1,7,0,Thursday,1,8,16,Friday,40
21820,C360,1,3,21,Sunday,1,6,1,Wednesday,51
21821,C516,1,2,17,Saturday,1,3,18,Sunday,24
21822,C620,1,7,6,Thursday,1,8,3,Friday,21
21823,C516,1,4,1,Monday,1,6,7,Wednesday,54
21824,C360,1,6,12,Wednesday,1,8,7,Friday,42
21825,C620,1,3,5,Sunday,1,3,23,Sunday,18
21826,C516,1,7,14,Thursday,1,9,14,Saturday,48
21827,C620,1,3,8,Sunday,1,4,17,Monday,33
21828,C620,1,2,5,Saturday,1,3,13,Sunday,31
21829,C620,1,5,14,Tuesday,1,7,2,Thursday,35
21830,C360,1,5,4,Tuesday,1,7,8,Thursday,52
21832,C360,1,4,20,Monday,1,6,5,Wednesday,32
21833,C620,1,7,0,Thursday,1,8,11,Friday,34
21834,C620,1,7,23,Thursday,1,9,0,Saturday,24
21835,C360,1,2,2,Saturday,1,3,15,Sunday,37
21836,C516,1,4,6,Monday,1,5,9,Tuesday,26
21837,C620,1,2,17,Saturday,1,3,11,Sunday,17
21838,C620,1,2,1,Saturday,1,3,3,Sunday,25
21839,C516,1,6,9,Wednesday,1,8,15,Friday,53
21840,C620,1,3,20,Sunday,1,4,12,Monday,16
21841,C516,1,7,23,Thursday,1,9,15,Saturday,40
21842,C620,1,6,2,Wednesday,1,7,1,Thursday,23
21843,C360,1,8,5,Friday,1,10,4,Sunday,47
21844,C360,1,1,13,Friday,1,3,7,Sunday,42
21845,C360,1,5,1,Tuesday,1,6,14,Wednesday,36
21847,C360,1,4,5,Monday,1,5,22,Tuesday,40
21848,C620,1,6,15,Wednesday,1,7,18,Thursday,27
21849,C360,1,4,22,Monday,1,6,10,Wednesday,36
21850,C620,1,7,20,Thursday,1,8,21,Friday,25
21851,C620,1,7,16,Thursday,1,8,14,Friday,22
21852,C516,1,6,12,Wednesday,1,8,8,Friday,43
21853,C360,1,6,12,Wednesday,1,8,10,Friday,46
21854,C516,1,2,17,Saturday,1,3,18,Sunday,25
21855,C360,1,8,10,Friday,1,10,5,Sunday,43
21857,C360,1,2,6,Saturday,1,3,8,Sunday,25
21858,C620,1,1,23,Friday,1,2,12,Saturday,13
21860,C516,1,5,12,Tuesday,1,6,22,Wednesday,34
21861,C516,1,4,15,Monday,1,6,5,Wednesday,38
21862,C516,1,2,19,Saturday,1,4,12,Monday,41
21863,C620,1,4,2,Monday,1,5,8,Tuesday,29
21864,C516,1,8,1,Friday,1,9,2,Saturday,25
21866,C360,1,5,8,Tuesday,1,6,20,Wednesday,36
21867,C360,1,1,16,Friday,1,3,13,Sunday,44
21868,C360,1,5,20,Tuesday,1,7,11,Thursday,39
21869,C516,1,5,18,Tuesday,1,7,6,Thursday,35
21870,C360,1,4,4,Monday,1,6,12,Wednesday,56
21871,C516,1,4,19,Monday,1,5,0,Tuesday,5
21874,C620,1,2,17,Saturday,1,3,3,Sunday,10
21875,C516,1,3,13,Sunday,1,4,5,Monday,15
21876,C360,1,4,20,Monday,1,6,8,Wednesday,35
21877,C516,1,5,0,Tuesday,1,5,20,Tuesday,19
21878,C516,1,2,2,Saturday,1,3,0,Sunday,22
21879,C360,1,7,8,Thursday,1,9,15,Saturday,54
21880,C620,1,7,2,Thursday,1,8,1,Friday,22
21881,C516,1,2,18,Saturday,1,2,23,Saturday,4
21882,C360,1,1,12,Friday,1,4,1,Monday,61
21883,C360,1,5,5,Tuesday,1,6,17,Wednesday,36
21884,C516,1,5,13,Tuesday,1,6,0,Wednesday,10
21885,C620,1,3,3,Sunday,1,3,5,Sunday,1
21887,C360,1,3,18,Sunday,1,5,14,Tuesday,43
21888,C620,1,6,12,Wednesday,1,7,3,Thursday,15
21889,C360,1,6,12,Wednesday,1,7,23,Thursday,34
21890,C360,1,8,2,Friday,1,10,6,Sunday,51
21891,C620,1,2,10,Saturday,1,3,1,Sunday,15
21892,C516,1,5,11,Tuesday,1,6,0,Wednesday,13
21893,C516,1,5,2,Tuesday,1,6,7,Wednesday,28
21894,C516,1,5,21,Tuesday,1,6,19,Wednesday,22
21895,C620,1,3,5,Sunday,1,3,19,Sunday,14
21897,C516,1,1,19,Friday,1,2,7,Saturday,12
21898,C516,1,8,6,Friday,1,8,23,Friday,17
21900,C360,1,3,7,Sunday,1,4,20,Monday,37
21901,C620,1,7,5,Thursday,1,7,20,Thursday,14
21903,C360,1,4,12,Monday,1,6,14,Wednesday,49
21904,C620,1,2,4,Saturday,1,3,4,Sunday,23
21905,C360,1,6,18,Wednesday,1,8,21,Friday,51
21906,C516,1,1,1,Friday,1,1,15,Friday,14
21907,C620,1,3,21,Sunday,1,4,15,Monday,18
21909,C516,1,3,8,Sunday,1,3,12,Sunday,3
21910,C360,1,1,4,Friday,1,2,15,Saturday,35
21911,C620,1,7,17,Thursday,1,8,0,Friday,7
21912,C620,1,4,23,Monday,1,5,17,Tuesday,18
21913,C516,1,7,13,Thursday,1,7,19,Thursday,6
21914,C360,1,2,0,Saturday,1,4,2,Monday,49
21915,C620,1,2,3,Saturday,1,2,16,Saturday,13
21916,C620,1,3,18,Sunday,1,4,6,Monday,11
21917,C360,1,4,11,Monday,1,5,10,Tuesday,23
21918,C516,1,7,21,Thursday,1,9,0,Saturday,26
21920,C516,1,1,2,Friday,1,1,15,Friday,13
21921,C516,1,3,16,Sunday,1,3,18,Sunday,2
21922,C620,1,1,5,Friday,1,1,6,Friday,1
21923,C516,1,5,6,Tuesday,1,5,13,Tuesday,7
21924,C360,1,5,12,Tuesday,1,7,7,Thursday,42
21925,C620,1,5,9,Tuesday,1,7,11,Thursday,50
21926,C620,1,7,10,Thursday,1,9,8,Saturday,45
21927,C360,1,4,18,Monday,1,7,13,Thursday,66
21928,C620,1,4,5,Monday,1,6,14,Wednesday,56
21929,C620,1,6,17,Wednesday,1,8,20,Friday,51
21930,C516,1,2,1,Saturday,1,3,23,Sunday,45
21931,C360,1,2,13,Saturday,1,5,14,Tuesday,72
21932,C360,1,1,14,Friday,1,3,20,Sunday,54
21933,C360,1,2,3,Saturday,1,5,4,Tuesday,73
21934,C516,1,7,1,Thursday,1,8,15,Friday,38
21935,C620,1,7,8,Thursday,1,9,8,Saturday,47
21936,C360,1,5,13,Tuesday,1,8,14,Friday,72
21937,C516,1,4,18,Monday,1,6,9,Wednesday,38
21938,C360,1,5,1,Tuesday,1,7,10,Thursday,57
21939,C620,1,6,21,Wednesday,1,9,15,Saturday,66
21940,C620,1,1,10,Friday,1,3,10,Sunday,48
21942,C516,1,4,2,Monday,1,6,3,Wednesday,48
21945,C360,1,8,4,Friday,1,10,17,Sunday,60
21947,C620,1,5,10,Tuesday,1,7,20,Thursday,58
21949,C620,1,1,23,Friday,1,4,14,Monday,63
21950,C516,1,5,21,Tuesday,1,7,20,Thursday,46
21951,C620,1,4,8,Monday,1,6,11,Wednesday,50
21952,C516,1,6,21,Wednesday,1,8,4,Friday,31
21953,C620,1,2,21,Saturday,1,4,16,Monday,42
21954,C620,1,2,22,Saturday,1,5,7,Tuesday,56
21955,C360,1,7,10,Thursday,1,10,18,Sunday,79
21957,C620,1,4,15,Monday,1,6,20,Wednesday,52
21958,C620,1,3,20,Sunday,1,6,15,Wednesday,67
21959,C360,1,2,7,Saturday,1,4,11,Monday,52
21960,C516,1,4,15,Monday,1,6,7,Wednesday,40
21961,C360,1,7,3,Thursday,1,10,12,Sunday,81
21962,C620,1,6,21,Wednesday,1,9,9,Saturday,60
21963,C360,1,8,8,Friday,1,11,9,Monday,73
21964,C620,1,8,2,Friday,1,9,22,Saturday,43
21966,C360,1,1,2,Friday,1,4,10,Monday,79
21967,C516,1,1,6,Friday,1,2,11,Saturday,28
21968,C360,1,4,15,Monday,1,7,15,Thursday,71
21969,C620,1,2,23,Saturday,1,5,6,Tuesday,54
21970,C516,1,3,16,Sunday,1,4,19,Monday,27
21971,C516,1,1,6,Friday,1,3,3,Sunday,45
21972,C620,1,2,21,Saturday,1,5,4,Tuesday,54
21974,C360,1,3,4,Sunday,1,6,2,Wednesday,69
21975,C620,1,1,17,Friday,1,3,13,Sunday,44
21976,C620,1,3,12,Sunday,1,5,9,Tuesday,45
21977,C620,1,6,2,Wednesday,1,7,17,Thursday,39
21978,C516,1,2,22,Saturday,1,4,9,Monday,35
21979,C620,1,8,0,Friday,1,9,14,Saturday,37
21980,C620,1,3,9,Sunday,1,5,16,Tuesday,54
21981,C620,1,3,5,Sunday,1,4,22,Monday,40
21982,C620,1,3,9,Sunday,1,5,15,Tuesday,54
21983,C516,1,5,0,Tuesday,1,6,20,Wednesday,43
21984,C620,1,1,19,Friday,1,3,20,Sunday,49
21985,C516,1,3,22,Sunday,1,5,7,Tuesday,32
21986,C516,1,4,4,Monday,1,6,3,Wednesday,46
21987,C620,1,2,8,Saturday,1,4,17,Monday,57
21989,C620,1,8,4,Friday,1,9,16,Saturday,36
21990,C620,1,1,3,Friday,1,3,19,Sunday,64
21991,C620,1,7,13,Thursday,1,9,19,Saturday,53
21992,C360,1,2,20,Saturday,1,6,0,Wednesday,76
21993,C620,1,2,15,Saturday,1,3,23,Sunday,32
21994,C360,1,7,11,Thursday,1,9,5,Saturday,41
21995,C516,1,6,8,Wednesday,1,7,14,Thursday,30
21997,C360,1,5,16,Tuesday,1,7,3,Thursday,35
21998,C516,1,7,13,Thursday,1,9,15,Saturday,49
21999,C516,1,3,0,Sunday,1,5,1,Tuesday,49
22000,C620,1,2,1,Saturday,1,3,5,Sunday,27
22001,C620,1,3,1,Sunday,1,3,21,Sunday,20
22002,C620,1,3,11,Sunday,1,4,16,Monday,28
22003,C620,1,3,20,Sunday,1,4,20,Monday,23
22004,C620,1,4,15,Monday,1,5,14,Tuesday,23
22005,C360,1,3,5,Sunday,1,4,14,Monday,32
22006,C620,1,3,12,Sunday,1,4,7,Monday,19
22007,C516,1,3,19,Sunday,1,5,11,Tuesday,40
22008,C516,1,7,5,Thursday,1,8,12,Friday,31
22009,C516,1,8,5,Friday,1,9,18,Saturday,37
22010,C516,1,4,6,Monday,1,6,2,Wednesday,44
22011,C620,1,1,21,Friday,1,3,8,Sunday,34
22012,C620,1,3,21,Sunday,1,4,17,Monday,19
22013,C516,1,3,0,Sunday,1,4,4,Monday,27
22014,C620,1,6,21,Wednesday,1,7,21,Thursday,24
22015,C516,1,1,22,Friday,1,3,7,Sunday,33
22016,C360,1,3,10,Sunday,1,5,9,Tuesday,46
22017,C360,1,3,9,Sunday,1,5,5,Tuesday,43
22018,C516,1,4,22,Monday,1,6,19,Wednesday,44
22019,C360,1,1,15,Friday,1,3,10,Sunday,42
22020,C360,1,2,18,Saturday,1,4,14,Monday,44
22022,C360,1,2,12,Saturday,1,4,9,Monday,45
22023,C360,1,3,23,Sunday,1,5,10,Tuesday,34
22024,C516,1,6,10,Wednesday,1,8,8,Friday,45
22025,C360,1,3,9,Sunday,1,5,7,Tuesday,46
22026,C620,1,4,7,Monday,1,5,2,Tuesday,18
22029,C620,1,7,15,Thursday,1,8,15,Friday,24
22030,C516,1,7,9,Thursday,1,8,20,Friday,35
22031,C516,1,2,8,Saturday,1,4,3,Monday,43
22032,C516,1,5,6,Tuesday,1,6,20,Wednesday,37
22033,C360,1,2,8,Saturday,1,4,0,Monday,39
22034,C620,1,1,5,Friday,1,2,3,Saturday,21
22035,C620,1,1,6,Friday,1,1,20,Friday,13
22036,C516,1,5,0,Tuesday,1,6,4,Wednesday,28
22037,C620,1,3,13,Sunday,1,4,9,Monday,19
22038,C620,1,6,21,Wednesday,1,7,21,Thursday,24
22039,C620,1,1,23,Friday,1,2,13,Saturday,14
22040,C516,1,3,4,Sunday,1,3,14,Sunday,9
22041,C360,1,3,7,Sunday,1,5,8,Tuesday,49
22043,C360,1,8,5,Friday,1,9,23,Saturday,41
22044,C620,1,2,14,Saturday,1,3,7,Sunday,17
22045,C360,1,8,5,Friday,1,10,1,Sunday,44
22046,C620,1,1,17,Friday,1,2,15,Saturday,22
22047,C620,1,5,0,Tuesday,1,5,21,Tuesday,20
22048,C360,1,3,16,Sunday,1,5,13,Tuesday,44
22049,C620,1,4,9,Monday,1,4,17,Monday,7
22050,C620,1,2,18,Saturday,1,3,11,Sunday,16
22051,C360,1,1,13,Friday,1,2,20,Saturday,30
22052,C360,1,1,22,Friday,1,4,7,Monday,56
22053,C360,1,4,2,Monday,1,6,16,Wednesday,62
22054,C516,1,7,5,Thursday,1,8,12,Friday,31
22055,C620,1,3,18,Sunday,1,5,11,Tuesday,41
22057,C620,1,5,5,Tuesday,1,6,21,Wednesday,39
22058,C360,1,4,8,Monday,1,5,20,Tuesday,36
22059,C620,1,2,11,Saturday,1,4,10,Monday,47
22060,C620,1,5,3,Tuesday,1,7,4,Thursday,49
22061,C620,1,1,14,Friday,1,3,4,Sunday,37
22062,C620,1,3,12,Sunday,1,4,10,Monday,21
22063,C360,1,7,18,Thursday,1,9,20,Saturday,50
22064,C516,1,3,0,Sunday,1,4,2,Monday,25
22065,C516,1,2,2,Saturday,1,3,14,Sunday,36
22066,C620,1,1,19,Friday,1,3,7,Sunday,36
22067,C360,1,1,22,Friday,1,3,14,Sunday,40
22068,C516,1,4,2,Monday,1,5,18,Tuesday,39
22069,C620,1,8,10,Friday,1,10,4,Sunday,42
22070,C516,1,4,23,Monday,1,6,9,Wednesday,34
22071,C516,1,1,4,Friday,1,2,14,Saturday,33
22072,C360,1,8,10,Friday,1,10,0,Sunday,38
22075,C360,1,4,1,Monday,1,6,4,Wednesday,50
22077,C360,1,7,4,Thursday,1,9,21,Saturday,64
22078,C360,1,1,21,Friday,1,2,21,Saturday,24
22079,C620,1,2,13,Saturday,1,4,6,Monday,40
22080,C620,1,3,9,Sunday,1,5,15,Tuesday,54
22082,C620,1,3,1,Sunday,1,4,18,Monday,40
22083,C620,1,3,7,Sunday,1,4,14,Monday,31
22084,C516,1,3,8,Sunday,1,4,14,Monday,29
22085,C516,1,3,15,Sunday,1,4,20,Monday,28
22086,C360,1,1,16,Friday,1,4,5,Monday,60
22087,C360,1,1,2,Friday,1,4,1,Monday,71
22088,C360,1,2,11,Saturday,1,4,4,Monday,40
22090,C516,1,8,3,Friday,1,9,6,Saturday,26
22091,C360,1,4,7,Monday,1,6,14,Wednesday,54
22092,C360,1,2,23,Saturday,1,4,16,Monday,40
22093,C360,1,5,23,Tuesday,1,8,21,Friday,70
22094,C516,1,4,22,Monday,1,6,19,Wednesday,45
22095,C620,1,8,0,Friday,1,9,17,Saturday,41
22096,C620,1,6,19,Wednesday,1,8,11,Friday,39
22097,C360,1,2,12,Saturday,1,4,13,Monday,48
22098,C620,1,2,12,Saturday,1,4,1,Monday,37
22099,C620,1,2,3,Saturday,1,3,6,Sunday,26
22100,C360,1,1,5,Friday,1,2,23,Saturday,42
22101,C360,1,1,14,Friday,1,3,12,Sunday,46
22102,C516,1,1,4,Friday,1,2,9,Saturday,28
22103,C516,1,3,18,Sunday,1,4,21,Monday,26
22104,C360,1,7,3,Thursday,1,8,22,Friday,43
22106,C360,1,2,16,Saturday,1,4,15,Monday,46
22107,C516,1,6,13,Wednesday,1,7,23,Thursday,33
